description,predicted_category,industry,country,expected_pricing,marketing_budget,team_size,founder_experience,competition_level,expected_investment,success_score,success_label,revenue_y1,revenue_y2,revenue_y3,funding_readiness
A fully-automated blockchain-based secure payment gateway for high-volume cross-border transactions. utilizing modern tech.,FinTech,2,0,381.0,70820.0,14,6,2,313899.0,67.28509813944652,1,605330.9256169726,756929.4695800022,978309.354781783,Medium
A innovative community coworking space with integrated child daycare and support. utilizing modern tech.,Other,8,3,131.0,15348.0,7,13,2,187149.0,67.72779255890862,1,149018.637612799,215784.9276994295,373408.5360191441,High
A next-generation multiplayer cloud gaming network streaming games directly to smart tvs. utilizing modern tech.,Gaming,7,5,413.0,27258.0,16,4,0,244921.0,58.81060594158244,1,327321.0424336607,396994.6524073825,540280.9002264239,Medium
A cloud-based virtual reality simulations for science lab experiments in universities. utilizing modern tech.,EdTech,0,1,459.0,127948.0,19,9,0,404163.0,78.7243435319294,1,564958.7933243476,805182.4771730597,1289181.052622864,High
A innovative smart water purification system for residential properties. utilizing modern tech.,Other,8,1,35.0,102870.0,18,14,1,425545.0,75.63112283374835,1,371930.49782386044,562611.5256415587,961688.7051527472,High
A user-friendly mental health counseling chatbot providing cbt exercises and mood tracking. utilizing modern tech.,HealthTech,1,1,303.0,112784.0,11,8,1,307156.0,72.45796610110905,1,449824.8708885247,605178.6237878237,864809.5511221611,High
A cloud-based blockchain-based secure payment gateway for high-volume cross-border transactions. utilizing modern tech.,FinTech,2,2,430.0,53435.0,1,1,2,73798.0,33.743080333565615,0,132974.24710798197,140390.06331568412,159250.1123724524,Low
A fully-automated digital classroom software for teachers to manage student homework and online tests. utilizing modern tech.,EdTech,0,0,129.0,28212.0,9,4,1,156791.0,49.658587956860224,0,233484.83754617439,288039.06069796346,393263.35167050554,Medium
A scalable mental health counseling chatbot providing cbt exercises and mood tracking. utilizing modern tech.,HealthTech,1,0,276.0,140655.0,13,9,0,297665.0,89.07662274689521,1,572450.8501328627,772997.9503146696,1160166.3830741744,High
A next-generation online education platform for children learning to code and build websites. utilizing modern tech.,EdTech,0,1,467.0,68550.0,1,12,2,202418.0,40.2802645028604,0,168219.80765511448,221000.20701324957,349226.43611336855,Medium
A user-friendly luggage shipping and storage network for frequent business travelers. utilizing modern tech.,Travel,6,3,79.0,15928.0,15,7,1,292174.0,69.74965763821493,1,290535.1605596182,361347.3351523689,518056.29072386626,High
A fully-automated mobile marketplace for buying and selling verified pre-owned luxury goods. utilizing modern tech.,E-commerce,4,4,477.0,100724.0,16,1,0,136233.0,75.06935822860584,1,479714.02912746696,575979.0695194884,688311.5629890739,Medium
A cloud-based saas platform for hosting and managing esports tournaments online. utilizing modern tech.,Gaming,7,3,460.0,104957.0,7,11,2,492022.0,63.674892195663745,1,428309.71823103284,607980.4257195075,956044.9700795229,High
A cloud-based marketplace connecting smallholder farmers directly to wholesale crop buyers. utilizing modern tech.,Agriculture,5,4,369.0,117808.0,10,9,2,336438.0,61.30697675245319,1,331189.8771257068,413031.44426331465,598692.0391923111,High
A user-friendly online education platform for children learning to code and build websites. utilizing modern tech.,EdTech,0,0,286.0,9915.0,12,7,1,228925.0,76.35977647139015,1,254333.66155193772,339110.34868509305,495309.7288027374,High
A scalable fractional real estate investing application using smart contracts. utilizing modern tech.,FinTech,2,0,48.0,124401.0,6,13,2,270838.0,60.7395466113617,1,511980.1447592565,725398.9435597842,1211620.015671417,High
A innovative smart water purification system for residential properties. utilizing modern tech.,Other,8,5,113.0,99805.0,17,8,0,204539.0,71.87956975988534,1,351406.24537978123,461098.1103176695,694000.5165039876,High
A innovative multiplayer cloud gaming network streaming games directly to smart tvs. utilizing modern tech.,Gaming,7,3,306.0,75253.0,12,0,1,382909.0,45.424590979462344,0,363087.23139188107,416481.1761986263,490016.5469823491,Medium
A fully-automated decentralized micro-lending platform for small business owners in developing nations. utilizing modern tech.,FinTech,2,2,163.0,36515.0,11,15,0,461500.0,76.04477080108713,1,443348.84263788693,731197.3672558923,1270634.2608180859,High
A cloud-based fitness tracker and personalized nutrition planner using biological metrics. utilizing modern tech.,HealthTech,1,5,114.0,9007.0,10,8,2,397588.0,76.57904891929878,1,298315.6371022066,381704.3805279153,565523.912843723,High
A cloud-based interactive school platform for students to practice mathematics and physics online. utilizing modern tech.,EdTech,0,2,321.0,137734.0,16,7,1,292262.0,86.61604048490847,1,474296.32373535034,576176.9068345028,788990.3986226779,High
A user-friendly automated dropshipping software tool for shopify store operators. utilizing modern tech.,E-commerce,4,5,379.0,1987.0,2,1,2,235159.0,12.502583706792247,0,135279.3687382693,150127.95307939942,167825.76632630362,Low
A fully-automated gamified flight ticket search engine tracking lowest airline prices. utilizing modern tech.,Travel,6,5,395.0,59673.0,11,9,2,308249.0,68.60234647259246,1,287899.9673751314,364550.34458533215,559558.7824076783,High
A fully-automated automated dropshipping software tool for shopify store operators. utilizing modern tech.,E-commerce,4,4,84.0,76775.0,7,13,2,208294.0,60.59539719836563,1,318922.6952117842,470581.44936830364,776116.3679360258,High
A user-friendly peer-to-peer campervan and rv rental marketplace for road trips. utilizing modern tech.,Travel,6,1,438.0,18355.0,14,0,0,195583.0,43.99318087710823,0,260630.0067946479,273661.5071343803,343721.8751420193,Low
A scalable vertical farming startup growing pesticide-free leafy greens in urban centers. utilizing modern tech.,Agriculture,5,4,438.0,145421.0,20,12,1,445296.0,74.90360946013813,1,525585.2290919657,773538.0813277425,1235443.712586064,High
A scalable peer-to-peer campervan and rv rental marketplace for road trips. utilizing modern tech.,Travel,6,0,317.0,111592.0,13,6,0,53897.0,99.07024744251471,1,318696.20403763565,408103.66582698055,609197.9355903942,Medium
A scalable virtual reality simulations for science lab experiments in universities. utilizing modern tech.,EdTech,0,3,324.0,123483.0,9,5,0,264531.0,75.74224808882032,1,381304.9363415283,466188.8301354968,610846.6741403467,High
A scalable subscription box service for organic spices and ingredients from around the world. utilizing modern tech.,E-commerce,4,2,74.0,88661.0,2,4,1,245813.0,57.44414625899,1,239995.68724901983,304765.7300887726,395542.17517858726,Medium
A fully-automated generative ai tool for automated copywriting and content creation for social media. utilizing modern tech.,AI,3,2,283.0,83731.0,8,1,2,30935.0,40.537016828631174,0,292398.97049477184,307018.91901951045,337720.8109214615,Low
A scalable saas booking management platform for local boutique hotels and tour guides. utilizing modern tech.,Travel,6,3,34.0,9850.0,10,14,0,435192.0,84.28997288936175,1,231849.79916785657,383619.50584661314,688665.0539539811,High
A cloud-based automated dropshipping software tool for shopify store operators. utilizing modern tech.,E-commerce,4,2,432.0,74777.0,10,1,2,306456.0,40.94034574447688,0,376822.5849359248,405076.1281673572,482913.855166495,Low
A fully-automated virtual reality simulations for science lab experiments in universities. utilizing modern tech.,EdTech,0,0,170.0,102051.0,11,10,1,428608.0,76.6509908419876,1,448852.5736480445,631203.7710039009,969749.805743009,High
A fully-automated automated personal budgeting app that tracks expenses and recommends investment portfolios. utilizing modern tech.,FinTech,2,1,149.0,121514.0,16,4,0,311326.0,83.15886014337381,1,692471.9999930061,785424.5757855208,1045630.7284332303,High
A fully-automated saas platform for hosting and managing esports tournaments online. utilizing modern tech.,Gaming,7,0,347.0,131096.0,5,6,2,136445.0,60.10480178635633,1,314945.50642570975,375706.9582549137,502542.2205062559,Medium
A cloud-based ai-driven automated feed system for livestock and poultry farms. utilizing modern tech.,Agriculture,5,2,196.0,102806.0,20,1,1,213017.0,67.4240255460364,1,449877.344834177,505268.36978663184,610958.9908972695,Medium
A cloud-based fractional real estate investing application using smart contracts. utilizing modern tech.,FinTech,2,2,286.0,5729.0,2,7,1,455363.0,54.79542306489337,1,256000.72903334282,314568.6033140566,429512.04070831713,High
A innovative ai itinerary planner generating custom travel guides based on user interests. utilizing modern tech.,Travel,6,0,159.0,11138.0,18,4,2,144122.0,43.576847405649865,0,246496.5716630306,277182.04737521603,377757.9583868477,Low
A user-friendly smart water purification system for residential properties. utilizing modern tech.,Other,8,2,148.0,88868.0,14,2,2,56075.0,60.79728222411263,1,235854.62495617723,266771.09932044026,301025.9477972604,Low
A user-friendly saas booking management platform for local boutique hotels and tour guides. utilizing modern tech.,Travel,6,2,180.0,58741.0,15,13,2,280176.0,75.07959196262593,1,287738.26360978,407845.357689517,702140.8319240737,High
A cloud-based autonomous drone navigation software for warehouse inventory management. utilizing modern tech.,AI,3,5,406.0,113748.0,18,7,1,305913.0,69.37827751705143,1,763977.4706508334,988606.1284985517,1471102.8025918512,High
A next-generation smart water purification system for residential properties. utilizing modern tech.,Other,8,1,421.0,76477.0,11,14,2,221248.0,58.071039792160704,1,215026.52648629027,332261.38958588464,585568.1330824661,High
A scalable deep learning neural network for predicting supply chain disruptions in shipping. utilizing modern tech.,AI,3,2,413.0,115567.0,20,15,2,100225.0,81.92845531585832,1,588136.6403703513,837272.8865230795,1420516.7363059889,High
A user-friendly mobile marketplace for buying and selling verified pre-owned luxury goods. utilizing modern tech.,E-commerce,4,4,432.0,12144.0,11,12,1,78359.0,63.068543578385814,1,207865.4610209272,303577.8879642053,494929.44797536795,High
A fully-automated saas booking management platform for local boutique hotels and tour guides. utilizing modern tech.,Travel,6,5,18.0,103332.0,11,13,0,447833.0,80.39317516137432,1,396150.92382510955,614034.6370958147,991543.9199687482,High
A user-friendly fractional real estate investing application using smart contracts. utilizing modern tech.,FinTech,2,5,273.0,127304.0,1,15,1,252524.0,73.71446020753156,1,353377.79898096685,518847.09135576297,883998.1479939298,High
A user-friendly multiplayer cloud gaming network streaming games directly to smart tvs. utilizing modern tech.,Gaming,7,3,280.0,110434.0,7,13,0,430880.0,81.32071648613346,1,324504.4313612254,519226.79979395436,887054.1315222544,High
A next-generation natural language processing api for summarizing legal documents and contracts. utilizing modern tech.,AI,3,5,268.0,10573.0,1,10,1,265909.0,55.145419192589884,1,180340.06993395896,258210.605927452,406247.135610531,High
A user-friendly natural language processing api for summarizing legal documents and contracts. utilizing modern tech.,AI,3,0,118.0,71368.0,3,5,2,419317.0,45.38721559587954,0,324543.9771867898,378955.6353246661,513747.3875044055,Medium
A user-friendly gamified flight ticket search engine tracking lowest airline prices. utilizing modern tech.,Travel,6,4,311.0,26341.0,13,3,2,399884.0,27.779244653274667,0,290070.9194032552,322914.83235464204,390299.0568945854,Medium
A next-generation subscription box service for organic spices and ingredients from around the world. utilizing modern tech.,E-commerce,4,3,72.0,72969.0,9,2,1,128025.0,65.4862887417637,1,270106.27897267364,290276.46940912015,380406.84710384416,Low
A fully-automated multiplayer cloud gaming network streaming games directly to smart tvs. utilizing modern tech.,Gaming,7,5,282.0,56412.0,8,6,1,339418.0,56.6212285571608,1,350665.42308906314,443349.6576259946,631624.4473669385,High
A scalable automated personal budgeting app that tracks expenses and recommends investment portfolios. utilizing modern tech.,FinTech,2,4,455.0,69232.0,11,3,1,499640.0,40.14878290187015,0,619982.8992899975,727868.5802983418,910832.406344059,High
A scalable local services app matching certified electricians and handymen. utilizing modern tech.,Other,8,1,258.0,15270.0,15,13,2,198282.0,57.055118023935925,1,223026.95734576296,333828.4009778333,542230.6691611352,High
A scalable smart water purification system for residential properties. utilizing modern tech.,Other,8,4,466.0,54691.0,2,9,0,318923.0,63.73648516887592,1,162606.08811444894,222543.26488173893,335460.12033919827,High
A scalable vr multiplayer physics sandbox game set in outer space. utilizing modern tech.,Gaming,7,5,273.0,96047.0,19,2,1,71826.0,65.75846427085479,1,385940.1041310321,443762.6364410377,556144.6918287132,Low
A user-friendly online education platform for children learning to code and build websites. utilizing modern tech.,EdTech,0,2,463.0,46513.0,7,5,1,256242.0,52.19849042684513,1,231931.2068274181,301801.93909062503,401634.32725748967,Medium
